Record Length,2500,Points,-499.999965541E-6,1.3199999,
Sample Interval,400.00000467E-9,s,-499.599962495E-6,1.2800000,
Trigger Point,1.2500000E3,Samples,-499.199959449E-6,1.2800000,
,,,-498.799956404E-6,1.2800000,
,,,-498.399953358E-6,1.2800000,
,,,-497.999950312E-6,1.2400000,
Source,CH1,,-497.599947266E-6,1.2400000,
Vertical Units,Volts,,-497.199944220E-6,1.2400000,
Vertical Scale,999.999977648E-3,,-496.799941175E-6,1.2400000,
Vertical Offset,0,,-496.399938129E-6,1.1999999,
Horizontal Units,s,,-495.999993291E-6,1.2400000,
Horizontal Scale,100.0000012E-6,,-495.599990245E-6,1.2400000,
Pt Fmt,Y,,-495.199987199E-6,1.2400000,
Yzero,0.0,,-494.799984153E-6,1.1600000,
Probe Atten,1.000000,,-494.399981108E-6,1.1600000,
,,,-493.999978062E-6,1.1999999,
Note,TDS 2012B - 9:16:30 a. m.   31/07/2025,,-493.599975016E-6,1.2400000,
,,,-493.199971970E-6,1.2400000,
,,,-492.799968924E-6,1.2400000,
,,,-492.399965879E-6,1.1999999,
,,,-491.999962833E-6,1.1600000,
,,,-491.599959787E-6,1.1600000,
,,,-491.199956741E-6,1.1999999,
,,,-490.799953695E-6,1.1600000,
,,,-490.399950650E-6,1.1999999,
,,,-489.999947604E-6,1.1600000,
,,,-489.599944558E-6,1.1200000,
,,,-489.199941512E-6,1.1600000,
,,,-488.799938466E-6,1.1600000,
,,,-488.399993628E-6,1.1600000,
,,,-487.999961479E-6,1.1600000,
,,,-487.599958433E-6,1.1200000,
,,,-487.199955387E-6,1.1600000,
,,,-486.799952341E-6,1.0799999,
,,,-486.399978399E-6,1.0799999,
,,,-485.999975353E-6,1.0799999,
,,,-485.599972308E-6,1.1200000,
,,,-485.199969262E-6,1.1200000,
,,,-484.799966216E-6,1.1200000,
,,,-484.399963170E-6,1.1200000,
,,,-483.999960124E-6,1.0799999,
,,,-483.599957079E-6,1.1200000,
,,,-483.199954033E-6,1.0400000,
,,,-482.799950987E-6,1.0799999,
,,,-482.399977045E-6,1.0799999,
,,,-481.999973999E-6,1.0400000,
,,,-481.599970954E-6,1.0400000,
,,,-481.199967908E-6,1.0799999,
,,,-480.799964862E-6,1.0400000,
,,,-480.399961816E-6,1.0400000,
,,,-479.999958770E-6,959.999978542E-3,
,,,-479.599955725E-6,1.000000,
,,,-479.199952679E-6,1.000000,
,,,-478.799978737E-6,1.000000,
,,,-478.399975691E-6,1.000000,
,,,-477.999972645E-6,1.000000,
,,,-477.599969599E-6,1.000000,
,,,-477.199966554E-6,1.0400000,
,,,-476.799963508E-6,959.999978542E-3,
,,,-476.399960462E-6,1.000000,
,,,-475.999957416E-6,1.000000,
,,,-475.599954370E-6,1.000000,
,,,-475.199951325E-6,919.999957085E-3,
,,,-474.799977383E-6,1.000000,
,,,-474.399974337E-6,959.999978542E-3,
,,,-473.999971291E-6,959.999978542E-3,
,,,-473.599968245E-6,919.999957085E-3,
,,,-473.199965199E-6,919.999957085E-3,
,,,-472.799962154E-6,959.999978542E-3,
,,,-472.399959108E-6,959.999978542E-3,
,,,-471.999956062E-6,959.999978542E-3,
,,,-471.599953016E-6,919.999957085E-3,
,,,-471.199979074E-6,959.999978542E-3,
,,,-470.799976029E-6,879.999995232E-3,
,,,-470.399972983E-6,879.999995232E-3,
,,,-469.999969937E-6,879.999995232E-3,
,,,-469.599966891E-6,879.999995232E-3,
,,,-469.199963845E-6,879.999995232E-3,
,,,-468.799960800E-6,919.999957085E-3,
,,,-468.399957754E-6,839.999973774E-3,
,,,-467.999954708E-6,879.999995232E-3,
,,,-467.599951662E-6,879.999995232E-3,
,,,-467.199977720E-6,839.999973774E-3,
,,,-466.799974674E-6,879.999995232E-3,
,,,-466.399971629E-6,839.999973774E-3,
,,,-465.999968583E-6,879.999995232E-3,
,,,-465.599965537E-6,839.999973774E-3,
,,,-465.199962491E-6,839.999973774E-3,
,,,-464.799959445E-6,839.999973774E-3,
,,,-464.399956400E-6,799.999952316E-3,
,,,-463.999953354E-6,839.999973774E-3,
,,,-463.599979412E-6,799.999952316E-3,
,,,-463.199976366E-6,799.999952316E-3,
,,,-462.799973320E-6,799.999952316E-3,
,,,-462.399970274E-6,839.999973774E-3,
,,,-461.999967229E-6,799.999952316E-3,
,,,-461.599964183E-6,839.999973774E-3,
,,,-461.199961137E-6,799.999952316E-3,
,,,-460.799958091E-6,799.999952316E-3,
,,,-460.399955045E-6,759.999990463E-3,
,,,-459.999952000E-6,759.999990463E-3,
,,,-459.599978058E-6,759.999990463E-3,
,,,-459.199975012E-6,759.999990463E-3,
,,,-458.799971966E-6,799.999952316E-3,
,,,-458.399968920E-6,719.999969006E-3,
,,,-457.999965874E-6,759.999990463E-3,
,,,-457.599962829E-6,719.999969006E-3,
,,,-457.199959783E-6,759.999990463E-3,
,,,-456.799956737E-6,719.999969006E-3,
,,,-456.399953691E-6,759.999990463E-3,
,,,-455.999950645E-6,719.999969006E-3,
,,,-455.599976704E-6,759.999990463E-3,
,,,-455.199973658E-6,680.000007153E-3,
,,,-454.799970612E-6,719.999969006E-3,
,,,-454.399967566E-6,719.999969006E-3,
,,,-453.999964520E-6,719.999969006E-3,
,,,-453.599961475E-6,680.000007153E-3,
,,,-453.199958429E-6,680.000007153E-3,
,,,-452.799955383E-6,680.000007153E-3,
,,,-452.399952337E-6,680.000007153E-3,
,,,-451.999978395E-6,719.999969006E-3,
,,,-451.599975349E-6,680.000007153E-3,
,,,-451.199972304E-6,680.000007153E-3,
,,,-450.799969258E-6,639.999985695E-3,
,,,-450.399966212E-6,680.000007153E-3,
,,,-449.999963166E-6,639.999985695E-3,
,,,-449.599960120E-6,680.000007153E-3,
,,,-449.199957075E-6,639.999985695E-3,
,,,-448.799954029E-6,599.999964237E-3,
,,,-448.399950983E-6,560.000002384E-3,
,,,-447.999977041E-6,560.000002384E-3,
,,,-447.599973995E-6,680.000007153E-3,
,,,-447.199970949E-6,599.999964237E-3,
,,,-446.799967904E-6,599.999964237E-3,
,,,-446.399964858E-6,599.999964237E-3,
,,,-445.999961812E-6,599.999964237E-3,
,,,-445.599958766E-6,599.999964237E-3,
,,,-445.199955720E-6,599.999964237E-3,
,,,-444.799952675E-6,599.999964237E-3,
,,,-444.399978733E-6,599.999964237E-3,
,,,-443.999975687E-6,560.000002384E-3,
,,,-443.599972641E-6,560.000002384E-3,
,,,-443.199969595E-6,560.000002384E-3,
,,,-442.799966550E-6,560.000002384E-3,
,,,-442.399963504E-6,519.999980927E-3,
,,,-441.999960458E-6,560.000002384E-3,
,,,-441.599957412E-6,560.000002384E-3,
,,,-441.199954366E-6,519.999980927E-3,
,,,-440.799951321E-6,560.000002384E-3,
,,,-440.399977379E-6,519.999980927E-3,
,,,-439.999974333E-6,479.999989271E-3,
,,,-439.599971287E-6,479.999989271E-3,
